CampusKey,Timestamp,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection
1,2021-01-03 15:45:00,25.84,25.58,15.12666667,52.46666667,32.18,294.8666667
1,2021-01-03 16:00:00,26.27333333,25.98666667,15.38666667,52.06666667,32.71333333,237.4
1,2021-01-03 16:15:00,25.84,26.42666667,15.10666667,49.86666667,29.64,272.8666667
1,2021-01-03 16:30:00,26.17333333,26.91333333,14.9,47.8,29.84666667,251.5333333
1,2021-01-03 16:45:00,26.06,26.9,15.0,48.13333333,26.04666667,255.5333333
1,2021-01-03 17:00:00,25.74666667,27.26,14.34,45.13333333,24.8,265.53333330000004
1,2021-01-03 17:15:00,24.89333333,26.49333333,13.69333333,45.26666667,23.68666667,266.2
1,2021-01-03 17:30:00,23.80666667,25.88,15.40666667,52.6,26.96666667,242.2
1,2021-01-03 17:45:00,22.84,24.13333333,15.94666667,60.26666667,29.78666667,241.3333333
1,2021-01-03 18:00:00,21.74,23.72666667,16.29333333,63.2,28.11333333,243.2
1,2021-01-03 18:15:00,20.66,22.59333333,16.62666667,69.0,24.20666667,237.1333333
1,2021-01-03 18:30:00,20.16,21.36,17.16666667,77.06666667,28.42666667,242.2
1,2021-01-03 18:45:00,19.92666667,21.14,16.74,76.0,25.98,235.1333333
1,2021-01-03 19:00:00,19.47333333,21.5,15.5,68.8,21.61333333,257.4666667
1,2021-01-03 19:15:00,19.94,21.09333333,15.62,71.0,15.32,242.8
1,2021-01-03 19:30:00,18.84,20.47333333,15.16,71.53333333,17.92,244.1333333
1,2021-01-03 19:45:00,17.33333333,19.41333333,14.53333333,73.46666667,18.88,247.2666667
1,2021-01-03 20:00:00,16.86,18.96666667,14.84,76.86666667,17.5,235.5333333
1,2021-01-03 20:15:00,16.9,18.67333333,14.70666667,77.66666667,12.4,248.6666667
1,2021-01-03 20:30:00,16.23333333,18.20666667,14.56,79.26666667,11.41333333,242.3333333
1,2021-01-03 20:45:00,15.52666667,17.81333333,14.64666667,81.66666667,19.62666667,247.2666667
1,2021-01-03 21:00:00,15.75333333,17.62666667,14.75333333,83.13333333,25.54,253.2666667
1,2021-01-03 21:15:00,14.96666667,17.42666667,14.88,84.93333333,30.12,286.2666667
1,2021-01-03 21:30:00,16.36666667,17.46,15.31333333,87.26666667,30.92666667,289.2
1,2021-01-03 21:45:00,16.26666667,17.21333333,15.48666667,89.6,34.75333333,293.6
1,2021-01-03 22:00:00,16.0,17.18,15.48,90.0,36.06,297.9333333
1,2021-01-03 22:15:00,15.90666667,17.02666667,15.55333333,91.13333333,36.14666667,294.9333333
1,2021-01-03 22:30:00,15.42,16.83333333,15.73333333,93.2,39.03333333,288.7333333
1,2021-01-03 22:45:00,16.29333333,16.84666667,15.77333333,93.33333333,41.5,289.1333333
1,2021-01-03 23:00:00,15.96666667,16.73333333,15.48666667,92.26666667,42.82,288.9333333
1,2021-01-03 23:15:00,15.45333333,16.65333333,15.40666667,92.26666667,36.31333333,288.2666667
1,2021-01-03 23:30:00,15.58666667,16.57333333,15.47333333,93.0,33.66,291.6666667
1,2021-01-03 23:45:00,16.18666667,16.58666667,15.35333333,92.33333333,34.82,290.2
1,2021-01-04 00:00:00,16.03333333,16.64,15.45333333,92.66666667,32.62,296.6666667
1,2021-01-04 00:15:00,16.02,16.55333333,15.53333333,93.66666667,38.68,301.1333333
1,2021-01-04 00:30:00,16.21333333,16.6,15.61333333,94.06666667,44.52,299.6
1,2021-01-04 00:45:00,16.52,16.64666667,15.7,94.26666667,35.67333333,304.4666667
1,2021-01-04 01:00:00,16.06,16.7,15.61333333,93.2,44.18,302.2666667
1,2021-01-04 01:15:00,16.40666667,16.68666667,16.14666667,96.6,39.1,300.2666667
1,2021-01-04 01:30:00,16.92,16.60666667,16.40666667,99.0,39.64666667,312.8666667
1,2021-01-04 01:45:00,17.02,16.57333333,16.53333333,99.8,36.34666667,305.6
1,2021-01-04 02:00:00,17.25333333,16.6,16.6,100.0,25.06666667,319.6666667
